"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.805424707E0,-2.864022851E-1,-8.358955383E-3,1.168807030E0
1.810188717E0,-2.056407332E-1,-6.113624573E-2,1.232142448E0
1.814952675E0,-8.267205954E-2,-1.396636963E-1,1.361527920E0
1.819716686E0,4.176443815E-2,-2.031440735E-1,1.527914047E0
1.824480696E0,1.466211081E-1,-2.705774307E-1,1.604584694E0
1.829244654E0,2.634256482E-1,-3.180055618E-1,1.682407379E0
1.834008665E0,3.237319291E-1,-3.384199142E-1,1.663789749E0
1.838772675E0,3.094031811E-1,-3.773441315E-1,1.561184406E0
1.843536634E0,2.762126327E-1,-4.492726326E-1,1.372838020E0
1.848300644E0,1.554576159E-1,-5.089592934E-1,1.201925755E0
1.853064654E0,4.509514570E-2,-5.637612343E-1,1.012830257E0
1.857828613E0,-1.124505997E-1,-6.162290573E-1,8.964786530E-1
1.862592623E0,-2.915805578E-1,-6.664848328E-1,8.074083328E-1
1.867356634E0,-4.572299719E-1,-6.787528992E-1,7.717242241E-1
1.872120592E0,-6.103715897E-1,-6.745605469E-1,7.556767464E-1
1.876884602E0,-7.424952984E-1,-6.873445511E-1,7.089252472E-1
1.881648613E0,-8.497362733E-1,-6.906642914E-1,6.717810631E-1
1.886412571E0,-8.827477694E-1,-6.725702286E-1,6.917848587E-1
1.891176582E0,-8.995359540E-1,-6.521248817E-1,7.232322693E-1
1.895940592E0,-8.334858418E-1,-5.672650337E-1,7.254700661E-1
1.900704550E0,-7.465621233E-1,-4.659690857E-1,7.082815170E-1
1.905468561E0,-6.548713446E-1,-3.794426918E-1,6.576905251E-1
1.910232571E0,-5.099458694E-1,-3.245391846E-1,6.028032303E-1
1.914996529E0,-3.804576993E-1,-3.228368759E-1,5.057911873E-1
1.919760540E0,-2.702754140E-1,-3.432612419E-1,4.433922768E-1
1.924524550E0,-1.524041891E-1,-4.143700600E-1,3.296422958E-1
1.929288509E0,-6.922298670E-2,-4.737782478E-1,2.312903404E-1
1.934052519E0,-5.865275860E-3,-5.069165230E-1,1.002178192E-1
1.938816529E0,4.493695498E-2,-5.373601913E-1,3.146648407E-2
1.943580488E0,7.116836309E-2,-5.336318016E-1,-4.433155060E-3
1.948344498E0,4.144734144E-2,-5.647697449E-1,-2.948713303E-2
1.953108509E0,5.688250065E-3,-5.970711708E-1,-8.463716507E-2
1.957872467E0,-6.246840954E-2,-6.566729546E-1,-1.317987442E-1
1.962636477E0,-1.106691957E-1,-7.269172668E-1,-1.875586510E-1
1.967400488E0,-1.200560927E-1,-8.031549454E-1,-2.254405022E-1
1.972164446E0,-1.387436390E-1,-8.833131790E-1,-2.760801315E-1
1.976928457E0,-1.765136123E-1,-9.869008064E-1,-3.221635818E-1
1.981692467E0,-2.073354721E-1,-1.068865776E0,-3.656215668E-1
1.986456425E0,-2.314738631E-1,-1.143951893E0,-3.940343857E-1
1.991220436E0,-2.586153746E-1,-1.193375111E0,-4.571738243E-1
1.995984446E0,-2.794284821E-1,-1.236499310E0,-4.926419258E-1
2.000748404E0,-2.989564538E-1,-1.228085995E0,-5.195026398E-1
2.005512415E0,-3.173727393E-1,-1.182517529E0,-5.569939613E-1
2.010276425E0,-3.276169896E-1,-1.123660088E0,-5.885314941E-1
2.015040384E0,-2.605963349E-1,-1.063333988E0,-6.668715477E-1
2.019804394E0,-1.787243485E-1,-1.022978783E0,-6.965065002E-1
2.024568404E0,-9.386414289E-2,-1.038357735E0,-7.754039764E-1
2.029332415E0,3.964138031E-2,-1.075830460E0,-8.629393578E-1
2.034096373E0,1.432023644E-1,-1.066117287E0,-9.399509430E-1
2.038860384E0,2.457671165E-1,-1.028382301E0,-9.969348907E-1
2.043624394E0,3.116293550E-1,-9.818067551E-1,-1.064926624E0
2.048388352E0,3.529719114E-1,-9.668912888E-1,-1.098661423E0
2.053152363E0,3.679614961E-1,-9.189391136E-1,-1.119871616E0
2.057916321E0,3.763148189E-1,-8.926043510E-1,-1.133748531E0
2.062680332E0,4.166193604E-1,-8.206501007E-1,-1.126430511E0
2.067444342E0,3.954286277E-1,-7.985081673E-1,-1.088694096E0
2.072208352E0,3.007089496E-1,-7.518687248E-1,-1.073433399E0
2.076972311E0,2.229010463E-1,-7.618122101E-1,-1.078475952E0
2.081736321E0,1.377375126E-1,-8.398795128E-1,-1.123305798E0
2.086500332E0,6.331402063E-2,-8.541378975E-1,-1.070168495E0
2.091264290E0,-1.504904032E-2,-9.045896530E-1,-1.237424850E0
2.096028300E0,-8.493500948E-2,-9.458408356E-1,-1.359434605E0
2.100792311E0,-1.603485942E-1,-9.448151588E-1,-1.428611755E0
2.105556269E0,-2.147068381E-1,-9.449367523E-1,-1.423027992E0
2.110320279E0,-2.738144994E-1,-9.201970100E-1,-1.368681908E0
2.115084290E0,-3.085390925E-1,-8.589549065E-1,-1.358383656E0
2.119848248E0,-2.849460840E-1,-7.950301170E-1,-1.422565937E0
2.124612259E0,-2.408293486E-1,-7.477688789E-1,-1.455618858E0
2.129376269E0,-2.187639475E-1,-7.245984077E-1,-1.452377319E0
2.134140227E0,-1.802443266E-1,-6.970119476E-1,-1.369661808E0
2.138904238E0,-1.630874872E-1,-7.104439735E-1,-1.310194969E0
2.143668248E0,-3.909337521E-2,-5.262489319E-1,-1.106618881E0
2.148432259E0,-1.920950413E-2,-3.860812187E-1,-9.573755264E-1
2.153196217E0,-3.668308258E-2,-2.063012123E-1,-8.838400841E-1
2.157960227E0,-5.633354187E-3,-1.541237831E-1,-8.237876892E-1
2.162724238E0,7.119774818E-2,-8.835363388E-2,-7.748990059E-1
2.167488196E0,1.289536953E-1,-7.825279236E-2,-7.061529160E-1
2.172252207E0,1.290351152E-1,-7.838678360E-2,-6.151800156E-1
2.177016217E0,7.355469465E-2,-5.535745621E-2,-4.805145264E-1
2.181780175E0,5.990564823E-2,-6.913661957E-3,-3.618879318E-1
2.186544186E0,-4.119545221E-2,1.765794754E-1,-3.211770058E-1
2.191308196E0,-4.971951246E-1,7.481465340E-1,-7.071385384E-1
2.196072154E0,-3.215858936E-1,7.303881645E-1,-3.727903366E-1
2.200836165E0,-5.221903324E-3,4.730310440E-1,1.862735748E-1
2.205600175E0,4.470252991E-2,5.306482315E-2,-6.927967072E-3
2.210364134E0,-1.341751814E-1,-3.641963005E-1,-6.763744354E-1
2.215128144E0,-3.695688844E-1,-5.329179764E-1,-7.536525726E-1
2.219892154E0,-5.873965621E-1,-5.685157776E-1,-7.148199081E-1
2.224656165E0,-7.368537188E-1,-3.258056641E-1,-9.681129456E-1
2.229420123E0,-7.673913240E-1,5.139541626E-2,-1.355318546E0
2.234184134E0,-7.607050538E-1,2.716369629E-1,-1.370160103E0
2.238948144E0,-8.297574520E-1,3.831119537E-1,-9.730248451E-1
2.243712102E0,-8.886825442E-1,3.934044838E-1,-6.975283623E-1
2.248476113E0,-9.111222029E-1,3.770976067E-1,-5.677509308E-1
2.253240123E0,-9.827930927E-1,4.681434631E-1,-4.212379456E-1
2.258004082E0,-9.289094210E-1,5.567069054E-1,-3.562092781E-1
2.262768092E0,-8.884441853E-1,7.359094620E-1,-1.265597343E-1
2.267532102E0,-9.262587428E-1,9.673695564E-1,-1.683139801E-2
2.272296113E0,-9.302181005E-1,1.239042759E0,1.021404266E-1
2.277060071E0,-8.791819215E-1,1.371851921E0,2.182478905E-1
2.281824082E0,-7.183998823E-1,1.428250790E0,3.003377914E-1
2.286588092E0,-5.721670389E-1,1.446803093E0,3.195471764E-1
2.291352050E0,-4.329401255E-1,1.453992844E0,3.832874298E-1
2.296116061E0,-2.600035071E-1,1.447587967E0,4.483022690E-1
2.300880071E0,-1.636620760E-1,1.499268532E0,6.458511353E-1
2.305644029E0,-1.752119064E-1,1.537260056E0,8.299870491E-1
2.310408040E0,-2.181867957E-1,1.575922966E0,9.338436127E-1
2.315172050E0,-2.880106568E-1,1.612763405E0,1.081886292E0
2.319936009E0,-2.848402262E-1,1.681060791E0,1.290908813E0
2.324700019E0,-3.070943952E-1,1.675510406E0,1.448770046E0
2.329464029E0,-3.023736477E-1,1.648622513E0,1.560588360E0
2.334228040E0,-2.968623638E-1,1.595341682E0,1.605450153E0
2.338991998E0,-2.972877026E-1,1.570415497E0,1.543272018E0
2.343756009E0,-3.769542575E-1,1.587834358E0,1.377139091E0
2.348520019E0,-4.371766448E-1,1.623362541E0,1.265312195E0
2.353283977E0,-5.614112020E-1,1.719539642E0,1.270384789E0
2.358047988E0,-7.017461061E-1,1.842569351E0,1.246819019E0
2.362811998E0,-7.771408558E-1,1.949219704E0,1.257051945E0
2.367575957E0,-8.260584474E-1,2.030035973E0,1.265117645E0
2.372339967E0,-7.508311868E-1,2.008904457E0,1.246784210E0
2.377103977E0,-6.283771396E-1,1.922291756E0,1.206235886E0
2.381867936E0,-3.824120462E-1,1.778016090E0,1.180969715E0
2.386631946E0,-9.196260571E-2,1.665080070E0,1.179719448E0
2.391395957E0,2.477876693E-1,1.540864944E0,1.111058712E0
2.396159967E0,5.633930564E-1,1.415468216E0,9.767599106E-1
2.400923925E0,8.724526167E-1,1.310811043E0,8.503856659E-1
2.405687936E0,1.149408579E0,1.227241516E0,7.552227974E-1
2.410451946E0,1.397465229E0,1.045638084E0,7.743282318E-1
2.415215957E0,1.569367886E0,8.642511368E-1,8.499369621E-1
2.419979915E0,1.660869002E0,7.213268280E-1,9.054751396E-1
2.424743925E0,1.629399419E0,5.521936417E-1,9.316248894E-1
2.429507936E0,1.475538850E0,4.711952209E-1,8.693008423E-1
2.434271894E0,1.264150143E0,4.156770706E-1,7.097730637E-1
2.439035904E0,9.592984915E-1,3.852710724E-1,5.206003189E-1
2.443799915E0,6.654128432E-1,3.271198273E-1,4.216461182E-1
2.448563873E0,3.426094651E-1,2.888269424E-1,3.890533447E-1
2.453327884E0,5.780959129E-2,2.368421555E-1,4.942383766E-1
2.458091894E0,-1.509708166E-1,2.213268280E-1,6.578717232E-1
2.462855852E0,-3.313028812E-1,2.325506210E-1,8.224225044E-1
2.467619863E0,-3.890877366E-1,2.583189011E-1,9.569473267E-1
2.472383873E0,-3.202868104E-1,2.815837860E-1,1.059479713E0
2.477147884E0,-1.511249542E-1,2.900247574E-1,1.044712067E0
2.481911842E0,7.121235132E-2,2.713489532E-1,9.947328568E-1
2.486675852E0,3.430454433E-1,2.110233307E-1,9.101543427E-1
2.491439863E0,6.226850748E-1,1.829872131E-1,8.034238815E-1
2.496203821E0,8.733634949E-1,1.345386505E-1,6.820745468E-1
2.500967832E0,1.127528310E0,5.864715576E-2,5.318050385E-1
2.505731842E0,1.343576193E0,-5.642509460E-2,4.266214371E-1
2.510495852E0,1.542068243E0,-2.008323669E-1,2.778553963E-1
2.515259811E0,1.635718107E0,-2.763590813E-1,7.813596725E-2
2.520023821E0,1.749448895E0,-4.285793304E-1,-5.576276779E-2
2.524787832E0,1.783264875E0,-5.567560196E-1,-1.864809990E-1
2.529551790E0,1.732643723E0,-7.608823776E-1,-3.050317764E-1
2.534315800E0,1.626291037E0,-8.374295235E-1,-4.048609734E-1
2.539079811E0,1.518699408E0,-8.579330444E-1,-4.531507492E-1
2.543843821E0,1.361343145E0,-8.604092598E-1,-4.958882332E-1
2.548607779E0,1.225274086E0,-8.757181168E-1,-5.334649086E-1
2.553371790E0,1.069332123E0,-9.824299812E-1,-6.092419624E-1
2.558135800E0,9.718967676E-1,-1.132580280E0,-6.658916473E-1
2.562899759E0,8.797610998E-1,-1.299904823E0,-6.746845245E-1
2.567663769E0,7.898623347E-1,-1.412881374E0,-6.498403549E-1
2.572427779E0,7.136129141E-1,-1.524397850E0,-6.197466850E-1
2.577191738E0,6.218134165E-1,-1.622840881E0,-5.481395721E-1
2.581955748E0,5.380287766E-1,-1.682282925E0,-4.465832710E-1
2.586719759E0,4.716496766E-1,-1.679367065E0,-3.909049034E-1
2.591483769E0,4.037858248E-1,-1.662414074E0,-3.373708725E-1
2.596247727E0,3.561518192E-1,-1.648694515E0,-2.660989761E-1
2.601011738E0,3.457302451E-1,-1.660211086E0,-2.098112106E-1
2.605775748E0,3.297590017E-1,-1.683031082E0,-1.678347588E-1
2.610539707E0,3.374057412E-1,-1.703083992E0,-1.779403687E-1
2.615303717E0,3.858106732E-1,-1.701394081E0,-1.968379021E-1
2.620067727E0,3.966644406E-1,-1.687406063E0,-2.318520546E-1
2.624831738E0,4.373701811E-1,-1.605847359E0,-2.834372520E-1
2.629595696E0,4.340540767E-1,-1.520994663E0,-3.854560852E-1
2.634359707E0,4.204797447E-1,-1.458843708E0,-5.596981049E-1
2.639123717E0,3.992162049E-1,-1.445255280E0,-6.990532875E-1
2.643887675E0,4.611204863E-1,-1.503642559E0,-8.495030403E-1
2.648651686E0,5.105508566E-1,-1.583345890E0,-9.972109795E-1
2.653415696E0,5.165320635E-1,-1.612338066E0,-1.133097172E0
2.658179707E0,4.812013507E-1,-1.549809933E0,-1.271958828E0
2.662943665E0,4.518983960E-1,-1.465053082E0,-1.418807983E0
2.667707675E0,3.804799020E-1,-1.396183014E0,-1.514153957E0
2.672471686E0,3.405270576E-1,-1.374131680E0,-1.560655594E0
2.677235644E0,3.027947843E-1,-1.339123249E0,-1.551258564E0
2.681999654E0,2.478341460E-1,-1.319965363E0,-1.576691151E0
2.686763665E0,1.848767996E-1,-1.290543556E0,-1.565004349E0
2.691527675E0,1.279142499E-1,-1.232015133E0,-1.515948296E0
2.696291634E0,7.405149937E-2,-1.197228432E0,-1.460355759E0
2.701055644E0,1.577198505E-2,-1.133857727E0,-1.383570194E0
2.705819654E0,-1.803934574E-3,-1.085235119E0,-1.254204750E0
2.710583613E0,1.164144278E-2,-1.013318062E0,-1.119855881E0
2.715347623E0,1.087586284E-1,-8.944592476E-1,-9.730691910E-1
2.720111634E0,1.751559377E-1,-7.934470177E-1,-9.018921852E-1
2.724875644E0,2.735844851E-1,-6.911902428E-1,-8.917241096E-1
2.729639602E0,4.094022810E-1,-5.901308060E-1,-8.921446800E-1
2.734403613E0,5.282946825E-1,-5.164752007E-1,-8.912038803E-1
2.739167623E0,6.786767244E-1,-4.653091431E-1,-8.889579773E-1
2.743931582E0,7.894363403E-1,-4.459118843E-1,-9.215035439E-1
2.748695592E0,8.826264143E-1,-4.102277756E-1,-9.986014366E-1
2.753459602E0,9.179580212E-1,-3.341159821E-1,-1.041715622E0
2.758223561E0,9.169151783E-1,-2.150430679E-1,-1.082272530E0
2.762987571E0,8.864874840E-1,-1.413111687E-1,-1.094252110E0
2.767751582E0,8.621661663E-1,-9.611225128E-2,-1.089694023E0
2.772515592E0,8.675336242E-1,-1.007609367E-1,-1.080802917E0
2.777279550E0,8.832015395E-1,-6.670331955E-2,-1.101174831E0
2.782043561E0,9.016712904E-1,-6.563520432E-2,-1.112626553E0
2.786807571E0,8.963717222E-1,-1.870441437E-2,-1.053054810E0
2.791571582E0,9.290964007E-1,3.570747375E-2,-9.631152153E-1
2.796335540E0,9.158703089E-1,1.021327972E-1,-8.210639954E-1
2.801099550E0,9.282993078E-1,1.636104584E-1,-7.270193100E-1
2.805863561E0,9.808580875E-1,2.079143524E-1,-6.732864380E-1
2.810627519E0,9.589759707E-1,2.372064590E-1,-6.092386246E-1
2.815391529E0,9.751500487E-1,2.679357529E-1,-5.272793770E-1
2.820155540E0,9.575608373E-1,3.499927521E-1,-4.246602058E-1
2.824919550E0,8.942764401E-1,4.185695648E-1,-3.584189415E-1
2.829683509E0,7.661595345E-1,5.069484711E-1,-3.282213211E-1
2.834447519E0,6.614303589E-1,5.624094009E-1,-2.717223167E-1
2.839211529E0,5.606371164E-1,6.232204437E-1,-2.056994438E-1
2.843975488E0,4.611456692E-1,6.798963547E-1,-1.326756477E-1
2.848739498E0,3.796771467E-1,7.207365036E-1,-8.642292023E-2
2.853503509E0,3.688853979E-1,8.463497162E-1,-7.200717926E-2
2.858267519E0,3.571980894E-1,9.756851196E-1,-9.933948517E-2
2.863031477E0,3.425179124E-1,1.078001022E0,-1.233758926E-1
2.867795488E0,3.801507056E-1,1.148922920E0,-1.135511398E-1
2.872559498E0,4.511564672E-1,1.191248894E0,-1.014771461E-1
2.877323457E0,5.032454729E-1,1.238719940E0,-1.209492683E-1
2.882087467E0,5.679836869E-1,1.270091057E0,-1.435952187E-1
2.886851477E0,6.264586449E-1,1.252120018E0,-1.362276077E-1
2.891615488E0,6.861362457E-1,1.225676537E0,-1.445398331E-1
2.896379446E0,6.563273668E-1,1.243366241E0,-1.088552475E-1
2.901143457E0,6.110922098E-1,1.278829575E0,-8.182382584E-2
2.905907467E0,5.430757999E-1,1.324827194E0,-2.758073807E-2
2.910671425E0,4.545949399E-1,1.314452171E0,6.813144684E-2
2.915435436E0,3.930667341E-1,1.305088997E0,2.100143433E-1
2.920199446E0,2.673037648E-1,1.287076950E0,3.550834656E-1
2.924963457E0,2.014368773E-1,1.288990021E0,5.130267143E-1
2.929727415E0,1.281838417E-1,1.265268326E0,6.696510315E-1
2.934491425E0,7.842904329E-2,1.242078781E0,8.442821503E-1
2.939255436E0,4.482227564E-2,1.209697723E0,1.053853512E0
2.944019394E0,3.559172153E-3,1.210886955E0,1.222296238E0
2.948783404E0,-6.677949429E-2,1.252420425E0,1.335907936E0
2.953547415E0,-1.826170087E-1,1.343469620E0,1.371458054E0
2.958311425E0,-2.958133817E-1,1.397630692E0,1.358327389E0
2.963075384E0,-4.207190871E-1,1.457924843E0,1.356395721E0
2.967839394E0,-5.502873659E-1,1.517248154E0,1.360739231E0
2.972603404E0,-6.896407604E-1,1.609268188E0,1.373321056E0
2.977367415E0,-7.914179564E-1,1.777232170E0,1.367284298E0
2.982131373E0,-8.633111119E-1,1.918581009E0,1.406594276E0
2.986895384E0,-9.008644223E-1,2.009687424E0,1.435807705E0
2.991659394E0,-9.040384889E-1,2.048433304E0,1.526300430E0
2.996423352E0,-9.109533429E-1,2.056562424E0,1.601274967E0
3.001187363E0,-8.855209947E-1,2.046130180E0,1.675019264E0
3.005951373E0,-8.966905475E-1,2.038638115E0,1.793038845E0
3.010715332E0,-8.964690566E-1,1.998097420E0,1.931650162E0
3.015479342E0,-8.991206884E-1,1.924509048E0,2.124367714E0
3.020243352E0,-8.830578923E-1,1.805841446E0,2.328351021E0
3.025007363E0,-8.527936339E-1,1.646828651E0,2.472164154E0
3.029771321E0,-8.153556585E-1,1.440279961E0,2.532186031E0
3.034535332E0,-7.226482034E-1,1.222002029E0,2.587625980E0
3.039299342E0,-6.771194339E-1,9.584531784E-1,2.562305927E0
3.044063352E0,-6.664845943E-1,6.663703918E-1,2.461277485E0
3.048827311E0,-6.785996556E-1,4.102706909E-1,2.315803528E0
3.053591321E0,-6.992880702E-1,2.164840698E-1,2.175902367E0
3.058355332E0,-7.910000086E-1,1.575469971E-2,2.022170544E0
3.063119290E0,-8.730007410E-1,-1.845722198E-1,1.916341782E0
3.067883300E0,-9.147669673E-1,-3.651170731E-1,1.833876610E0
3.072647311E0,-9.405370355E-1,-5.257272720E-1,1.800637722E0
3.077411321E0,-9.433447719E-1,-6.566786766E-1,1.739702702E0
3.082175279E0,-9.182294011E-1,-7.985920906E-1,1.658241272E0
3.086939290E0,-9.269242883E-1,-8.631486893E-1,1.554140568E0
3.091703300E0,-9.042701721E-1,-9.365935326E-1,1.399077415E0
3.096467259E0,-8.927757740E-1,-9.904303551E-1,1.234173775E0
3.101231269E0,-9.181264043E-1,-1.058220863E0,1.045362473E0
3.105995279E0,-9.202872515E-1,-1.116117477E0,9.236273766E-1
3.110759290E0,-9.708693624E-1,-1.156892776E0,7.755756378E-1
3.115523248E0,-1.029232025E0,-1.144622326E0,6.392693520E-1
3.120287259E0,-1.105396271E0,-1.124628544E0,5.286645889E-1
3.125051269E0,-1.219032288E0,-1.103869915E0,4.456090927E-1
3.129815227E0,-1.277460337E0,-1.087015152E0,3.993177414E-1
3.134579238E0,-1.312396765E0,-1.081108093E0,3.416309357E-1
3.139343248E0,-1.369602680E0,-1.105133057E0,2.770814896E-1
3.144107259E0,-1.351481438E0,-1.137435913E0,2.603707314E-1
3.148871217E0,-1.315769434E0,-1.190026283E0,2.867403030E-1
3.153635227E0,-1.255550265E0,-1.258161545E0,3.323178291E-1
3.158399238E0,-1.182911158E0,-1.342019081E0,3.998150826E-1
3.163163196E0,-1.081129789E0,-1.417888641E0,4.370207787E-1
3.167927207E0,-9.620304704E-1,-1.459722996E0,4.969792366E-1
3.172691217E0,-8.471137881E-1,-1.546621323E0,5.561413765E-1
3.177455227E0,-7.147046328E-1,-1.606968403E0,6.004405022E-1
3.182219186E0,-5.717704296E-1,-1.669637680E0,6.350135803E-1
3.186983196E0,-4.299609065E-1,-1.713285923E0,6.458787918E-1
3.191747207E0,-3.006892800E-1,-1.728447914E0,6.428413391E-1
3.196511165E0,-1.858887672E-1,-1.736851215E0,5.785169601E-1
3.201275175E0,-8.495908976E-2,-1.805426598E0,4.698543549E-1
3.206039186E0,7.462859154E-3,-1.814609528E0,3.432607651E-1
3.210803196E0,9.407514334E-2,-1.919700146E0,1.938686371E-1
3.215567154E0,1.941635013E-1,-1.943602085E0,8.121061325E-2
3.220331165E0,2.407632470E-1,-1.953221321E0,-1.409006119E-2
3.225095175E0,2.576176524E-1,-1.922159672E0,-1.568422318E-1
3.229859134E0,2.516984940E-1,-1.902987480E0,-3.088846207E-1
3.234623144E0,2.084950209E-1,-1.864556789E0,-4.464583397E-1
3.239387154E0,1.803712845E-1,-1.814070225E0,-5.313911438E-1
3.244151165E0,1.311237812E-1,-1.792154312E0,-6.020598412E-1
3.248915123E0,9.625464678E-2,-1.765343189E0,-6.656742096E-1
3.253679134E0,6.119406223E-2,-1.759975910E0,-7.341432571E-1
3.258443144E0,8.070248365E-2,-1.773656368E0,-8.026742935E-1
3.263207102E0,6.868749857E-2,-1.760962963E0,-8.832044601E-1
3.267971113E0,9.455090761E-2,-1.798346996E0,-9.686121941E-1
3.272735123E0,1.078785658E-1,-1.804474354E0,-1.001612663E0
3.277499082E0,1.564097404E-1,-1.779361248E0,-1.049242020E0
3.282263092E0,1.682968140E-1,-1.763752460E0,-1.106585979E0
3.287027102E0,1.935960054E-1,-1.786275864E0,-1.147419453E0
3.291791113E0,2.632529140E-1,-1.811237335E0,-1.161906242E0
3.296555071E0,3.222353458E-1,-1.841162682E0,-1.173758030E0
3.301319082E0,3.059306741E-1,-1.818933487E0,-1.211307049E0
3.306083092E0,3.123713732E-1,-1.816400528E0,-1.236142635E0
3.310847102E0,3.200246692E-1,-1.766780853E0,-1.205049992E0
3.315611061E0,3.170168400E-1,-1.667817593E0,-1.215961933E0
3.320375071E0,2.963876128E-1,-1.533963203E0,-1.228103161E0
3.325139082E0,2.702870369E-1,-1.410692215E0,-1.255740166E0
3.329903040E0,2.628126144E-1,-1.312375546E0,-1.272463799E0
3.334667050E0,2.503295541E-1,-1.212600231E0,-1.295123100E0
3.339431061E0,2.521911263E-1,-1.149400711E0,-1.304868221E0
3.344195019E0,2.662585378E-1,-1.055630684E0,-1.337813377E0
3.348959029E0,2.520464063E-1,-9.574098587E-1,-1.372722387E0
3.353723040E0,2.719516754E-1,-8.593049049E-1,-1.388390779E0
3.358487050E0,2.879022062E-1,-7.539272308E-1,-1.377994776E0
3.363251009E0,3.121531308E-1,-6.817221642E-1,-1.358543873E0
3.368015019E0,3.209572732E-1,-6.186075211E-1,-1.344584942E0
3.372779029E0,3.097628653E-1,-5.883398056E-1,-1.302826405E0
3.377542988E0,3.239724040E-1,-5.311212540E-1,-1.247671604E0
3.382306998E0,3.346126378E-1,-4.948182106E-1,-1.207785606E0
3.387071009E0,2.985632122E-1,-4.531645775E-1,-1.190256596E0
3.391834967E0,2.800780833E-1,-4.325695038E-1,-1.144732475E0
3.396598977E0,2.620168626E-1,-4.187707901E-1,-1.080700397E0
3.401362988E0,2.389285564E-1,-3.976130486E-1,-9.621338844E-1
3.406126998E0,1.934145093E-1,-3.310861588E-1,-7.864847183E-1
3.410890957E0,1.491057873E-1,-2.242841721E-1,-6.610169411E-1
3.415654967E0,1.226852536E-1,-1.587738991E-1,-6.115388870E-1
3.420418977E0,8.561056852E-2,-9.178829193E-2,-5.275664330E-1
3.425182936E0,9.302151203E-2,-1.883697510E-2,-4.206414223E-1
3.429946946E0,9.717893600E-2,2.465248108E-3,-3.286323547E-1
3.434710957E0,1.436481178E-1,4.121971130E-2,-1.818099022E-1
3.439474967E0,1.491735280E-1,6.381511688E-2,-1.592063904E-1
3.444238925E0,1.549869180E-1,6.542778015E-2,-2.055215836E-1
3.449002936E0,1.901870668E-1,1.272716522E-1,-2.416701317E-1
3.453766946E0,2.119479179E-1,1.705236435E-1,-2.606239319E-1
3.458530957E0,1.821217239E-1,2.264289856E-1,-2.960705757E-1
3.463294915E0,1.269638538E-1,2.856302261E-1,-3.459162712E-1
3.468058925E0,3.204780817E-2,3.723297119E-1,-3.819332123E-1
3.472822884E0,-2.874213457E-2,4.749403000E-1,-3.665156364E-1
3.477586894E0,-1.155329347E-1,5.842704773E-1,-3.290319443E-1
3.482350904E0,-1.854330301E-1,7.292556763E-1,-2.364840508E-1
3.487114915E0,-2.243599296E-1,8.838491440E-1,-2.017197609E-1
3.491878873E0,-2.823429108E-1,1.055377960E0,-1.388921738E-1
3.496642884E0,-3.114600778E-1,1.176996231E0,-6.249856949E-2
3.501406894E0,-3.498322368E-1,1.267830849E0,2.514600754E-2
3.506170852E0,-3.686401844E-1,1.363723755E0,8.826112747E-2
3.510934863E0,-4.202957749E-1,1.385735512E0,1.867504120E-1
3.515698873E0,-3.923749328E-1,1.429523468E0,3.230042458E-1
3.520462832E0,-3.853079677E-1,1.449618340E0,4.277310371E-1
3.525226842E0,-3.129340410E-1,1.426900864E0,5.822839737E-1
3.529990852E0,-2.420296073E-1,1.411560059E0,7.006678581E-1
3.534754863E0,-2.131272554E-1,1.374753952E0,8.501081467E-1
3.539518821E0,-1.568307281E-1,1.359379768E0,9.543366432E-1
3.544282832E0,-1.114192605E-1,1.367712021E0,1.068521500E0
3.549046842E0,-1.057423353E-1,1.334980011E0,1.259902954E0
3.553810800E0,-8.246380091E-2,1.280262947E0,1.404279709E0
